,SAFE,Envfit
0,0.9591836734693877,0.0
1,0.96,0.0
2,0.970873786407767,0.0
3,0.96,0.0
4,0.9504950495049505,0.0
5,0.98,0.0
6,0.8958333333333334,0.0
7,0.9320388349514563,0.0
8,0.9375,0.0
9,0.96,0.0
10,0.9215686274509804,0.0
11,0.9494949494949495,0.0
12,0.9423076923076924,0.0
13,0.912621359223301,0.0
14,0.96,0.0
15,0.9702970297029702,0.0
16,0.9504950495049505,0.0
17,0.9292929292929293,0.0
18,0.9504950495049505,0.0
19,0.9423076923076924,0.0
20,0.96,0.0
21,0.9494949494949495,0.0
22,0.9494949494949495,0.0
23,0.9803921568627451,0.0
24,0.94,0.0
25,0.9514563106796116,0.0
26,0.9702970297029702,0.0
27,0.9591836734693877,0.0
28,0.9803921568627451,0.0
29,0.9591836734693877,0.0
30,0.9484536082474226,0.0
31,0.92,0.0
32,0.9514563106796116,0.0
33,0.9292929292929293,0.0
34,0.94,0.0
35,0.94,0.0
36,0.9803921568627451,0.0
37,0.9504950495049505,0.0
38,0.9591836734693877,0.0
39,0.9494949494949495,0.0
40,0.9504950495049505,0.0
41,0.9504950495049505,0.0
42,0.9411764705882353,0.0
43,0.96,0.0
44,0.9411764705882353,0.0
45,0.9494949494949495,0.0
46,0.94,0.0
47,0.9292929292929293,0.0
48,0.9607843137254902,0.0
49,0.9591836734693877,0.0
50,0.94,0.0
51,0.8865979381443299,0.0
52,0.94,0.0
53,0.9423076923076924,0.0
54,0.9607843137254902,0.0
55,0.94,0.0
56,0.9702970297029702,0.0
57,0.9803921568627451,0.0
58,0.9320388349514563,0.0
59,0.9423076923076924,0.0
60,0.9320388349514563,0.0
61,0.9504950495049505,0.0
62,0.9108910891089109,0.0
63,0.9615384615384615,0.0
64,0.9387755102040817,0.0
65,0.8952380952380952,0.0
66,0.9583333333333334,0.0
67,0.9514563106796116,0.0
68,0.96,0.0
69,0.94,0.0
70,0.9591836734693877,0.0
71,0.9411764705882353,0.0
72,0.94,0.0
73,0.98,0.0
74,0.9607843137254902,0.0
75,0.9795918367346939,0.0
76,0.9702970297029702,0.0
77,0.9423076923076924,0.0
78,0.9702970297029702,0.0
79,0.9702970297029702,0.0
80,0.9411764705882353,0.0
81,0.9696969696969697,0.0
82,0.9696969696969697,0.0
83,0.9306930693069307,0.0
84,0.9696969696969697,0.0
85,0.9484536082474226,0.0
86,0.9803921568627451,0.0
87,0.970873786407767,0.0
88,0.9591836734693877,0.0
89,0.9504950495049505,0.0
90,0.96,0.0
91,0.96,0.0
92,0.98989898989899,0.0
93,0.98989898989899,0.0
94,0.9702970297029702,0.0
95,0.9504950495049505,0.0
96,0.9702970297029702,0.0
97,0.9702970297029702,0.0
98,0.94,0.0
99,0.9803921568627451,0.0
100,0.98,0.0
