,SAFE,Envfit
0,0.9615384615384615,1.0
1,0.966183574879227,0.99009900990099
2,0.975609756097561,0.9950248756218906
3,0.9433962264150945,1.0
4,0.9803921568627451,0.975609756097561
5,0.966183574879227,1.0
6,0.966183574879227,0.9852216748768473
7,0.9433962264150945,0.9852216748768473
8,0.9803921568627451,0.99009900990099
9,0.9523809523809523,0.970873786407767
10,0.9523809523809523,0.99009900990099
11,0.9852216748768473,0.9950248756218906
12,0.966183574879227,0.9852216748768473
13,0.975609756097561,0.9950248756218906
14,0.966183574879227,0.9950248756218906
15,0.9433962264150945,0.9803921568627451
16,0.975609756097561,0.9852216748768473
17,0.9852216748768473,0.99009900990099
18,0.9852216748768473,0.9803921568627451
19,0.9569377990430622,0.9803921568627451
20,0.9803921568627451,1.0
21,0.9569377990430622,0.9950248756218906
22,0.975609756097561,0.99009900990099
23,0.9852216748768473,0.9852216748768473
24,0.966183574879227,0.99009900990099
25,0.966183574879227,0.99009900990099
26,0.9569377990430622,0.9852216748768473
27,0.9569377990430622,0.9950248756218906
28,0.975609756097561,0.9950248756218906
29,0.9615384615384615,0.9852216748768473
30,0.970873786407767,0.9803921568627451
31,0.947867298578199,0.975609756097561
32,0.970873786407767,0.970873786407767
33,0.9389671361502347,0.9950248756218906
34,0.9569377990430622,0.9803921568627451
35,0.9615384615384615,0.9803921568627451
36,0.9523809523809523,0.9852216748768473
37,0.9615384615384615,0.9852216748768473
38,0.970873786407767,0.975609756097561
39,0.966183574879227,0.9852216748768473
40,0.99009900990099,0.9852216748768473
41,0.975609756097561,0.9803921568627451
42,0.970873786407767,0.99009900990099
43,0.9615384615384615,1.0
44,0.966183574879227,0.99009900990099
45,0.947867298578199,0.9950248756218906
46,0.970873786407767,0.9852216748768473
47,0.966183574879227,0.9803921568627451
48,0.9803921568627451,0.9803921568627451
49,0.966183574879227,0.9950248756218906
50,0.9950248756218906,0.99009900990099
51,0.966183574879227,0.9803921568627451
52,0.966183574879227,0.99009900990099
53,0.970873786407767,0.9803921568627451
54,0.9433962264150945,0.9852216748768473
55,0.970873786407767,1.0
56,0.9523809523809523,0.99009900990099
57,0.9523809523809523,0.9950248756218906
58,0.9615384615384615,0.99009900990099
59,0.966183574879227,0.9803921568627451
60,0.975609756097561,0.9803921568627451
61,0.99009900990099,0.99009900990099
62,0.975609756097561,1.0
63,0.9803921568627451,0.9950248756218906
64,0.9615384615384615,0.9950248756218906
65,0.9803921568627451,0.99009900990099
66,0.9345794392523363,0.975609756097561
67,0.9569377990430622,0.9950248756218906
68,0.966183574879227,0.99009900990099
69,0.975609756097561,0.9852216748768473
70,0.966183574879227,0.99009900990099
71,0.970873786407767,0.9950248756218906
72,0.99009900990099,1.0
73,0.9615384615384615,0.9950248756218906
74,0.9523809523809523,0.99009900990099
75,0.9569377990430622,0.99009900990099
76,0.970873786407767,0.9950248756218906
77,0.966183574879227,1.0
78,0.9569377990430622,1.0
79,0.9433962264150945,0.975609756097561
80,0.966183574879227,0.99009900990099
81,0.9569377990430622,0.99009900990099
82,0.970873786407767,0.9950248756218906
83,0.975609756097561,0.9852216748768473
84,0.9803921568627451,0.9852216748768473
85,0.9569377990430622,0.9852216748768473
86,0.9569377990430622,0.9950248756218906
87,0.9569377990430622,0.9852216748768473
88,0.975609756097561,0.9803921568627451
89,0.99009900990099,1.0
90,0.9523809523809523,0.9950248756218906
91,0.975609756097561,0.9803921568627451
92,0.970873786407767,0.9852216748768473
93,0.970873786407767,0.99009900990099
94,0.966183574879227,0.970873786407767
95,0.970873786407767,0.9852216748768473
96,0.9803921568627451,0.9950248756218906
97,0.9569377990430622,0.9852216748768473
98,0.975609756097561,0.9950248756218906
99,0.9615384615384615,0.9950248756218906
