,meta1,meta2,meta3,meta4,meta5,meta6,meta7,meta8,meta9,meta10,meta11,meta12,meta13,meta14,meta15,meta16,meta17,meta18,meta19,meta20,meta21,meta22,meta23,meta24,meta25,meta26,meta27,meta28,meta29,meta30,meta31,meta32,meta33,meta34,meta35,meta36,meta37,meta38,meta39,meta40,meta41,meta42,meta43,meta44,meta45,meta46,meta47,meta48,meta49,meta50,meta1_fake,meta2_fake,meta3_fake,meta4_fake,meta5_fake,meta6_fake,meta7_fake,meta8_fake,meta9_fake,meta10_fake,meta11_fake,meta12_fake,meta13_fake,meta14_fake,meta15_fake,meta16_fake,meta17_fake,meta18_fake,meta19_fake,meta20_fake,meta21_fake,meta22_fake,meta23_fake,meta24_fake,meta25_fake,meta26_fake,meta27_fake,meta28_fake,meta29_fake,meta30_fake,meta31_fake,meta32_fake,meta33_fake,meta34_fake,meta35_fake,meta36_fake,meta37_fake,meta38_fake,meta39_fake,meta40_fake,meta41_fake,meta42_fake,meta43_fake,meta44_fake,meta45_fake,meta46_fake,meta47_fake,meta48_fake,meta49_fake,meta50_fake
0,-0.10603363578957406,0.04866266614027753,0.10803133344658461,-0.018717901722049027,0.24094753032691657,-0.1854473251947138,-0.19251904268395445,-0.11643315005875368,-0.06208876544812951,0.19232717473799749,-0.17975126909558176,-0.18758292160046433,0.09483241108906024,-0.16401201401095963,-0.22185600153355076,0.2488913197687718,0.079210926924318,0.05767783653533575,0.04455602826778198,-0.1876799374662514,0.07683058275572971,-0.13529926445894225,-0.24133361738649872,0.015445046807634723,-0.23047415665548387,0.05326906441143378,0.1961857022928719,-0.0714204316393296,0.14536508692111585,-0.33490714243439607,0.17039962576318607,0.2554909367652189,-0.07033107516147485,0.03787169524484532,-0.30916230743589634,-0.29023156328471494,-0.19073013184065132,0.08015919761781712,0.2609243235585178,-0.08959197575520918,-0.3563146092109255,0.08444724249972543,0.22560467049960758,0.17003133260932685,-0.22086065884673906,0.03170887253525853,0.2408825383400395,-0.12817344234038863,-0.2111122543676876,-0.3980880775812036,-0.10040568449027869,0.12572714082322503,-0.1608095715835605,-0.43085505572252225,0.6795852595547582,-0.0848245986405122,-0.057927240154587833,-0.05940956736074726,-0.24637988741228367,0.3504492920541443,-0.09619396446548989,-0.38544051078756214,0.003964581259018551,-0.3377408607916442,-0.0749602653885339,0.5268864504706225,0.32171392123262543,0.5218472787498105,-0.11904385485102173,-0.7775193789269648,0.411941304560521,-0.29307304357789554,-0.6799943187470386,0.1354838730159111,-0.22391501366700878,0.18828130038140628,-0.45371443288188706,-0.29861764053979467,0.21284665556100055,-0.8047879474981563,0.366576581099501,0.3702241598905742,-0.07308913491643909,0.10284120916991411,-0.815769318969902,-0.7606867777541859,-0.3157788833220507,0.28205920640882864,0.8050153126249855,-0.06470142682016672,-1.0843294413396827,0.08203013367920634,0.7036283879802825,0.05440417133294684,-0.46626402085281016,0.3464289823436164,0.3697199015608246,-0.4561555235695687,-0.4886898504357574,-1.0761958430361798
1,-0.039858794727421966,0.033111092081424084,0.1448387963411258,0.05875004069395207,0.1348156972141628,-0.23272836347657697,-0.22985527745944687,-0.14898145848194344,-0.012900902182120998,0.1869238525140547,-0.24015204938937076,-0.14337187497489917,0.08986745084474636,-0.14183310407431185,-0.2572198516613681,0.16849935977777497,0.01275999568985441,-0.03170908626248532,0.08898331887792885,-0.07150980083042338,-0.01936905872113358,-0.14521372910583746,-0.1491036739902022,-0.018531957851537422,-0.21813016245007089,0.015453419256621604,0.259051995238435,-0.03149677050735185,0.1248465023107087,-0.25440554757753947,0.12571987666379456,0.1945448424064212,-0.09500353293995918,-0.009758623503532559,-0.2193131183408996,-0.21178587795781004,-0.15439781842665426,0.02803034651768254,0.15163928800003565,-0.11131162195457647,-0.23271589143266824,0.08394861295287012,0.10736307197236593,0.2040572753371099,-0.1349132186549339,-0.010814502685650911,0.26043693352513725,-0.059361553543093346,-0.14581797179120637,-0.25954927901743485,-0.40817455447080575,0.12197442497987573,-0.032869881102123855,-0.20165805686178206,0.5488584379580841,-0.057623571884332536,0.26446674396282355,-0.01171134324799819,-0.1510204419552188,0.2697340836973898,0.08637909728996479,-0.3399337375199515,0.05832688336263995,-0.3075320395512191,0.12641300855875803,0.5613358898740075,0.4022999710897857,0.6519926870594935,-0.06541170628054821,-0.580357352674633,0.6544516490138591,-0.14320121042987827,-0.6036412388629786,0.10547874314542274,-0.4552090640617557,0.2209379267171824,0.43561710349604577,-0.1708168059697959,0.2952748940990641,-0.9001476752714019,0.2814719839251744,0.7995579985373096,0.18198776302257585,0.2054992391410829,-0.44441449502628483,-0.5186806671455289,-0.17309169567160687,0.34448083909184496,0.8198401530169102,-0.10527422820596348,-0.790680031883422,0.08639267575289938,0.4632197015452838,0.19276943404544492,-0.67170787774601,0.15177144289627073,-0.0989112881670001,-0.4730073900559133,-0.5548784337318271,-1.1923600956259663
2,-0.34591830643575916,0.10395777474876447,-0.03298948834624388,-0.3043328651784941,0.6224537236245687,-0.0021768121937413842,-0.04570154598769183,0.009219893137939389,-0.24115589718800523,0.20356351642407516,0.051775300706115246,-0.3425406955950928,0.10888048045973264,-0.23856960252758466,-0.0809982726606907,0.5348537602782126,0.32133607246797813,0.3855962151233058,-0.12175589775869977,-0.6087283057724062,0.4290706702839684,-0.09248534813790532,-0.5714149443537259,0.14038519553164255,-0.2656417627436901,0.19068426767532062,-0.04520521432515018,-0.21580551711589233,0.21463082414294016,-0.6173641723072025,0.32787186002139634,0.4692451295354584,0.024102041940870317,0.21228029933316003,-0.6273560032133184,-0.5671173526827193,-0.31641032134751346,0.2692801089245487,0.6531823621411679,-0.005202234578176479,-0.797165665066426,0.08245159932181183,0.6525887261532183,0.03647728335839934,-0.5286409673921058,0.18751288960938486,0.15762097344377363,-0.3768029434750522,-0.4429631972037913,-0.8922862491137413,-0.30750075391342535,0.13549138456411577,0.23937897477967582,-0.11519035363707308,0.6940065310135879,-0.07931807238958405,-0.2717377813542482,-0.2470311386788314,-0.3383378841862503,0.42305319345191605,-0.10124116229584978,-0.5463064071030835,0.2005543501769927,-0.16274085105359676,-0.46194622764902915,0.5490488574532792,0.2874852757705929,0.508108609810956,-0.2938549324129285,-0.3142763481381217,0.39004042919311205,-0.12270722030058878,-0.6847676836345775,0.07979022469158936,-0.5559989955199284,0.2470966594294487,0.37663164070413047,-0.24016512383579375,0.23891463122989695,-0.7862967098293986,0.37175404205081464,0.5310914141991805,0.0695664670465756,0.20381538629033116,-0.870994526883802,-0.4191926665385478,-0.48626001099212285,0.20088066294268542,0.4866888782019809,-0.012174830484632443,-0.651312472027171,0.17921504482850714,0.9293239892368166,0.04724148487584379,-0.3745834659694942,0.21285209681854855,0.2756247812428877,-0.3072960082484547,-0.4463154395352483,-1.1450974405076666
3,-0.4286960656026033,0.15079465646460324,0.11357652114419098,-0.27966857788019994,0.836969365770652,-0.24427838859666073,-0.2900213796616617,-0.1444929007410074,-0.28339471259209487,0.4221449354088448,-0.19159010223855844,-0.5324809706649529,0.2152846932918141,-0.4144800030933423,-0.35797429508518924,0.7738985099880683,0.3730148565660686,0.398747623480032,-0.0438454686973026,-0.7558181608775769,0.4602431384929529,-0.2544428227664497,-0.7946758091774011,0.13791212433548683,-0.5240735526742081,0.2295411290745122,0.21858572394439968,-0.2743374523110459,0.37002734249998925,-0.9555439383769635,0.4977151216297755,0.7275110161104978,-0.07173989190081995,0.22751992447487043,-0.9302638543339554,-0.8550010477253847,-0.51468411894876,0.3306033414063061,0.8888542924807704,-0.1214944716981789,-1.1343036530784962,0.17954535633010887,0.8421797397802508,0.2528860830293864,-0.7320416369282832,0.19869408324205418,0.4471011078647745,-0.4835397184147895,-0.6474519290350443,-1.2686810179403958,-0.35250564586218713,0.11826148213866824,0.1892487973100709,-0.4356221913905904,0.4558422927455431,-0.018043202225800914,-0.11416710627798926,-0.1472549975557167,-0.1834312151210306,0.4839178946110184,-0.07494392134977679,-0.49163147206637947,0.18095145569845172,-0.43198803172062006,-0.13239596035442264,0.5669992169257232,0.22597982848199324,0.5909319567086737,-0.08489340115284363,-0.5663320976342069,0.5737578520712747,-0.30185416303583745,-0.6000289652431395,0.1331964585510299,-0.1315888437476604,0.3172979295591709,-0.08966679797654142,-0.2232478645629516,0.12817441607676763,-0.721115558397824,0.4457066161183325,0.632905749399516,0.18054000269700166,0.2725768870057058,-0.6399803822483072,-0.8380727012512338,-0.41506839115520394,0.3349079937212396,0.7305098971937036,0.1041059410070372,-1.4562103348900326,0.09605353526593592,0.7896398700902454,0.1254914631082668,-0.4949612550500395,0.18015717577692783,0.1861339562596907,-0.5144046241511268,-0.6029264161618204,-1.260851054920637
4,-0.2840874869336907,0.11265315241825527,0.16476780846102515,-0.1288385581213581,0.5926324005731124,-0.30186355574841417,-0.32742653720535375,-0.18610070093371922,-0.1788355841004057,0.3781779623222716,-0.27516169159819387,-0.4154278947203338,0.1892233980095382,-0.34351849958026903,-0.3864859449487735,0.5771971865900063,0.23257690213367538,0.21839396313716322,0.03297338459824972,-0.501688139040779,0.26355981413448726,-0.2496367637074994,-0.5767500714478436,0.07049203635157449,-0.4602074301047314,0.1481868576371077,0.3039757893669485,-0.18578986541095283,0.30549321078128655,-0.7435729532322994,0.3827780007840708,0.5666925402256667,-0.10641880575088301,0.1301676996814216,-0.7049963360730542,-0.6547683574862141,-0.4120865521094496,0.21727851320262392,0.6350136318474501,-0.14717672154239417,-0.8364975735366533,0.1638094279545618,0.5774638321621381,0.2879236108116511,-0.5296668266789722,0.11214808921625707,0.4421691736224904,-0.3300318301433395,-0.4861219245364611,-0.9351043972909232,-0.33842115189897337,0.10293470733068655,0.36267777137347657,-0.30914042929430224,0.4149084049395029,-0.10429971355292356,-0.08194630052513407,0.006423459853458158,-0.10438945857455473,0.5382271104930735,0.011774505009274128,-0.18505261965462894,0.1996200633659175,-0.291757373006957,-0.01738664657315142,0.6249068486998541,0.3448469402028588,0.41180500198316394,-0.05096676668861354,-1.0357976519447256,0.3098447314750238,-0.11116301050317143,-0.6624271181658636,0.21450217451746642,-0.29718205677447473,0.15888905926760513,-0.277759394166484,-0.27063812890081484,0.4290764929800841,-0.7654429769498301,0.2790379870350811,0.6610196773598105,0.09893361934956707,0.13323065843229026,-0.5702696868014095,-0.5076234700111358,-0.3447076144800215,0.38956812437583016,0.5000108580896209,-0.11131162195457647,-0.8697173473754409,0.025076947962414504,0.46954366415940996,-0.155920852279009,-0.5870395830893518,0.19201203084965932,0.608927575663949,-0.26799094421145014,-0.2569363754628472,-1.4097650096702459
5,-0.29166428195356503,0.054418273941856575,-0.2615794864138039,-0.4041459624330167,0.42560253928837327,0.36377872521347254,0.3146746675718001,0.24374564230529827,-0.22674471194007292,-0.0854473615971958,0.4307209804720542,-0.1254107936417291,-0.029798955392888203,-0.021325535291174688,0.32155350379601433,0.2828936156954441,0.30910078273062724,0.44486308201655395,-0.2646663519184845,-0.5111028659917596,0.469990187743451,0.13363600543756401,-0.3508492537805872,0.17295186038031854,0.07093375460471935,0.17102859070572746,-0.45371443288188706,-0.17153098908981482,0.023517865946911885,-0.23231167582832682,0.13814547035301164,0.17472449377502602,0.1741002078249921,0.23280162112569192,-0.2977364108694514,-0.24786750091550094,-0.08130317863262611,0.2317605545954372,0.43062192836602137,0.1697291755093256,-0.45060662484697656,-0.047563535880832404,0.4996463998401013,-0.28355160850618355,-0.32934984108524185,0.20909110223725172,-0.24812267723309497,-0.29262998228754494,-0.22443402935799653,-0.5058451691283126,-0.35801220296374164,0.10498999610324228,-0.2181355333952425,-0.3303738332344554,0.5727290489648584,-0.14888475155333025,0.1524392472278574,0.1188281783065156,-0.20323970653707804,0.46950976288344043,0.031142978156080525,-0.5018256273723403,0.08986745084474636,-0.19701545565982587,-0.031985828089013235,0.6252627312691217,0.3675865281055967,0.525185458378849,-0.22241962606637172,-0.6592327063475016,0.8169198791347497,0.07339567237247818,-0.518034785671631,0.2437043510327913,-0.2252697878807336,0.15143318081104337,0.02603459763194893,-0.18285264431233983,0.26660871292597577,-0.46260100714330454,0.398033990852575,0.5028005264405342,0.11074244428480215,0.3812499268558025,-0.9708606088821004,-0.44341743868806405,-0.4349367753084191,0.29253585653055725,0.7090000100159022,-0.11892406939125644,-0.6199934440242469,0.09245934861730785,0.7437501709963805,0.4491269811925631,-0.6666507782854547,0.2009259267992331,0.47481061937541214,-0.41072450250975046,-0.5810253846427391,-0.946881039050903
6,-0.33776973961073237,0.10429793382833935,-0.01259512910801669,-0.2847820840600882,0.616117874633781,-0.03280750520543735,-0.07426587627206893,-0.010799810764010181,-0.23351045015845515,0.22034252616556652,0.018073461538160418,-0.3481845289877157,0.11652042042613514,-0.24804065173103396,-0.11180590033507587,0.5363591161310725,0.31056395183808927,0.36646418610226683,-0.10529233391934956,-0.5945695049402699,0.4098820271063009,-0.10806532649676107,-0.568943246908467,0.13249753687803112,-0.284132945595259,0.1853321623561384,-0.00926367461334654,-0.21159699311361313,0.22278796660420458,-0.627008868050313,0.3317546319159097,0.476731152341949,0.010629361805206072,0.20276361237176765,-0.6319819428205724,-0.5730849310706575,-0.3245222480161696,0.26254122159975074,0.6478757061683604,-0.01969128621119076,-0.7969780348442672,0.09033486177188732,0.6414615856822679,0.061994405522619866,-0.5259545148460523,0.17881692503437815,0.1858830095603762,-0.37003111441125947,-0.44503711843225124,-0.8919528195825227,-0.4389609003655188,0.0983291531727091,-0.1271779804863588,-0.449789132355949,0.3123601258533056,-0.15634934720374133,-0.332783788195829,0.17605809987477272,-0.24327449219920122,0.4530823420253986,-0.11848056985070243,-0.5286909810075036,0.19342673736460345,-0.26356991875071795,-0.39708202681871435,0.6957711573549461,0.34020131967159734,0.15752829465278917,-0.14605356062895938,-0.4927981224881482,0.3518696798348175,-0.2186448982969787,-0.7524568563967455,0.08782016331616047,-0.19816199542072965,0.19385420818587518,-0.02531656058366366,-0.24673378023521628,0.38774339549284287,-0.7414217756939018,0.5689331020217261,0.34563739003345295,-0.12989445575098807,0.16347714872044153,-0.9343978894023278,-0.6875777532177261,-0.22997965589877245,0.4669961909145782,0.7999401009515827,-0.23015460452799197,-1.2299040360267885,0.23755572252158585,0.5838320733570407,-0.011755925293754382,-0.5408712557258409,0.08303166656423439,0.10827506821235444,-0.33226862578035155,-0.4863281917549175,-0.6247180716921512
7,-0.3660212984584928,0.14010271524216664,0.1768330069443389,-0.1883754331054274,0.7485040773363525,-0.3334705912545892,-0.36828781763673424,-0.20398368003459366,-0.23396457369744417,0.44825592169213907,-0.29581394909554115,-0.5104575305655381,0.2253536561178392,-0.4153180908926005,-0.4388233605578172,0.7181748140492162,0.3054428322309104,0.2995429355956378,0.017911302840662696,-0.6460538403633533,0.35598649214882827,-0.28953832880942676,-0.7232301508535939,0.09910168188480134,-0.5482060458755317,0.1924803494345273,0.32861065311259985,-0.23779205237507006,0.36971981356618494,-0.9143114473332852,0.4721984738680351,0.696624540921497,-0.11378717149519316,0.17587175491393647,-0.8732542616187973,-0.8086798302867464,-0.5028042584789125,0.28065897418912095,0.7999401009515827,-0.16321551372994186,-1.044152086773803,0.19329546545287596,0.7363373607974308,0.3232919786048067,-0.664776845069089,0.1522262241556706,0.5119048278943166,-0.42141329035061525,-0.6037171197533417,-1.1674119128038831,-0.41351434195218334,0.09015071908001553,0.2470802306446612,-0.3826722682802259,0.5199684045978318,-0.2423989608945574,-0.09144316620293774,-0.07603334302354131,-0.3189917091361383,0.2379987842334622,-0.12013490194235937,-0.4402086797591004,0.10549092910721583,-0.5382302916985695,-0.1288304551933403,1.0108414999413093,0.0806163616866288,0.4500095123569768,0.11748157964608483,-0.4508996144873805,0.6935807304263554,-0.15336100484133985,-0.7379483596401961,0.13821274722516907,-0.25062188854917117,0.06818817051006917,-0.22492783062506394,-0.2210718155572399,0.2607562662525858,-0.5882087301779172,0.5768219050443864,0.5389347984260815,-0.005735630968357636,0.1380517147528825,-0.5825343582567766,-0.43233719473658316,-0.6612007320241613,0.37952726018926836,0.7311885839209471,-0.0686223783629003,-0.34606656184083257,0.13727531017062336,0.5092489017688872,0.022315454879872965,-0.5878822450751604,0.022486161140852425,0.4492521799417971,-0.4416705669686728,-0.6480778438636644,-1.197155227624819
8,-0.5889658884290314,0.16723069553441017,-0.12488398356022357,-0.5615330618168949,1.0306318861652137,0.10376695788284462,0.02601436114757938,0.08506246447777599,-0.41747775392296693,0.27101993319962603,0.2019325427511539,-0.5351816034160212,0.14963620777318823,-0.35333179233683853,-0.023312086776359542,0.86124472037092,0.5583299801058342,0.6917211752931848,-0.2549257855185465,-1.0357976519447256,0.7623525403687701,-0.09526194292615092,-0.9344084489701006,0.255067350502976,-0.3655956069057923,0.32767541169912995,-0.19913358608778176,-0.36436864826031207,0.31915089787952783,-0.9664094198559643,0.5175852626741995,0.7340028766712741,0.08624005948434701,0.3772509422799543,-1.0001769746494065,-0.897884699345219,-0.48420245782611515,0.45986633860161824,1.0768103464780254,0.042324299638783536,-1.2921470039856933,0.1059664085000873,1.096236669313445,-0.030284805605048648,-0.8658624860926909,0.3342503719590497,0.15636541881615967,-0.6341796977342978,-0.7103810472321634,-1.446762770059026,-0.32990987141682443,0.10016118927427378,-0.05761662353448471,-0.26909359444364306,0.5007639063108354,0.18790384045209063,-0.15575299702549206,0.06092192882567271,-0.14593134190354984,0.3265999279063579,-0.3527196283146835,-0.18758292160046433,0.2217967071956867,-0.26209086648955887,-0.03182117794454653,0.7716948643771632,0.39809206431381605,0.47043673520759627,0.14275980952764775,-0.7331717957437718,0.33015417674191705,-0.28953832880942676,-0.48124146629992703,0.08716728746613778,-0.3208856401800858,0.29908752920471926,-0.05530757917499962,-0.2311984570252524,0.17559539304002103,-0.7532178164924054,0.4702591379677237,0.6680429687206796,0.03487373802660684,0.26820607711352645,-1.1225737558260913,-0.5352747366994368,-0.41282412438558563,0.3238641285061061,0.8379107442848962,-0.05938443190801976,-1.0726895077465088,0.07943068465642039,0.5031429369807597,-0.16764517999225137,-0.6159209613869647,0.28792360935720157,0.38254870318793033,-0.3781777886923786,-0.44319063322105406,-1.1487594848706637
9,-0.37595506697789527,0.07999103388961665,-0.26792223459123465,-0.4772331277322561,0.5779972528866849,0.36059588260196795,0.3009760433174767,0.24428037708854217,-0.285337931409332,-0.033979465804778994,0.4405291575565859,-0.2100640031566659,-0.0023855868775985514,-0.0807629761380877,0.29898822866272096,0.4144420971215891,0.38712469078841333,0.5379535786678992,-0.2931596113805039,-0.6594488386403047,0.5737578520712747,0.10956466218025133,-0.49103733397643,0.20676387964349704,0.004064664326566034,0.2174187362278213,-0.46171466209887907,-0.22419251094974085,0.07695974976081109,-0.38483733687523525,0.21904217466979675,0.2906693689590032,0.17885760049195026,0.2841380822568661,-0.4522832895809731,-0.3877291880069155,-0.15974928503135102,0.297342514871576,0.5906559151682502,0.16719838183819435,-0.6464611276421202,-0.026622944602713056,0.6590313522637605,-0.2723828948237854,-0.45900940786249345,0.25441293990693725,-0.20695058303902072,-0.3846284155012071,-0.333453330467157,-0.7250590447728925,-0.3535676297730836,0.11808721704038297,0.11357652114419098,-0.20265188552883415,0.4904338152197114,-0.1246369574100154,0.009790037918246092,-0.19771089864947233,-0.2351741165145387,0.5064595102200268,-0.26345397677372845,-0.4507152297513132,0.1644033088743893,-0.1192586001680847,-0.4423883415464284,0.9529032054776386,0.2711283588365218,0.3903837148924073,0.00577152343968812,-0.6344040787073728,0.4240586441665832,-0.05943736057901003,-0.4538958208240551,0.06043333435733563,-0.40656209864425147,0.2667296988503546,0.0025303014311385263,-0.18324329909520665,0.23126027496197696,-0.7935858730576127,0.48611661868350864,0.7244205702330084,0.1541360380107363,0.012513437946833062,-0.6914302402471431,-0.4666565601376301,-0.505410868878289,0.324675144385968,0.7178850476924707,-0.11936249704018745,-1.1338345725944647,0.14945139957621464,0.6525887261532183,0.14020889956371704,-0.4808100295585304,0.09481253913163068,0.030276359522771273,-0.6067637567737139,-0.6513656341214737,-1.1718858908771228
